feedback_text,emotion_label
Hello po. Sana po magkaroon ng libreng legal aid office ang LGU Urdaneta para sa mga mahihirap na residente na may legal na problema. Marami po kaming kababayan na kailangan ito pero hindi kayang magbayad ng abogado. Salamat!,satisfied
"Appreciation namin sa CHO Urdaneta team na nagsagawa ng libreng dental mission dito sa aming barangay sa Palina. Marami sa amin ang hindi kayang magpa-dentist, malaking tulong ito. Salamat po! 😊🙏",grateful
Hindi ko malimutan ang mabilis na pagresponde ng Urdaneta City PNP nung sinabihan namin sila ng emergency sa aming katabing bahay. Tunay na lingkod bayan. Salamat po! 🙏,grateful
Shout out sa aming Kagawad na personal na bumisita sa aming lugar pagkatapos naming mag-report ng nabundok na basura. Sa isang araw nalinis na. Ganito dapat lagi! 👏👏,grateful
Naguguluhan at natatakot na kami sa patuloy na pagtaas ng presyo ng produkto sa palengke ng Urdaneta — hindi na kami makakayang bumili ng sapat na pagkain para sa aming pamilya. Sana mapagtuonan ito ng pansin ng LGU. 😟,sad
Mula sa mga residente ng Zone 3 Nancamaliran — maraming salamat sa pagpapadala ng team para ayusin ang nasiraan naming drainage. Matagal na naming hinihintay ito at natupad din. 🙏,grateful
"Dati mainit na usapin ang ilaw ng kalsada dito sa Bactad East, wala halos ilaw. Ngayon naglagay na! Salamat po sa aming kapitan at sa LGU na nakinig sa amin. Ramdam na ang pagbabago!",grateful
Hello po. may gusto lang po sana akong ipa appreciation post sir video courtesy galing po Kay ma'am Gladys lamagna dahil sa nangyare po na sunog kanina sa kalapit barangay po Namin na sugcong saludo po sa mabilisang pagresponde ng ating mga bumbero sa urdaneta BFP kudos po sa kanila...,grateful
Humihiling ng tugon mula sa City Mayor ng Urdaneta — ang aming barangay sa Sugcong ay hindi pa rin nakakakuha ng sapat na waste management service kahit ilang buwan na! Binabayaran namin ito sa aming buwis! Kailan ba mangyayari ang pagbabago?! 😡,angry
asdas,sad
"Lumalagpas na sa lahat ng hangganan ang basura sa bypass ng Sto. Domingo — puro basura, puro baho, gawa nang dogyot ang kalsada ng Urdaneta! Saan napunta ang ating pride bilang magandang lungsod?!",angry
I would like to complain po ung mga street light sa poblacion Mac Arthur highway near bayaoas road po dapat po ayusin nila Ang dilim po before the carabao land mark . Mahirap po kasi makita ung mga tumatawid,sad
Attention po sa mga jeepney driver sa Urdaneta terminal — pakiusap wag pong mag-stop sa gitna ng kalsada para sa pasahero. May talagang stop point po at nakakasagabal sa trapiko. Pakikinig sana. Thank you!,satisfied
Magandang araw po. sana ay makapagschedule ng libreng medical mission dito sa pinmaludpod. maraming salamat po sa inyong patuloy na serbisyo.,grateful
"Hello po, baka pwede pong paiksiin yung pila sa city hall para sa business permits? Halos buong araw kami naghihintay para lang sa isang signature. Online system na sana. Salamat!",satisfied
Daming requirements sa POSO para lang sa simpleng tubig connection! Ito at ito at ito pa! Para bang sinisisi ang mamamayan para pumunta sa opisina nila! Bulok na sistema! Kailan pa mababago?!,angry
Hello po! Maaari po bang maglagay ng tambayan o covered court sa Brgy. Bolaoen? Wala pong ligtas na lugar ang mga bata para maglaro. Sana mapag-isipan ng aming kapitan. Salamat! 🙏,satisfied
Lubos ang aking pagkagalit sa service ng isang empleyado ng City Assessor Office na nangharang sa aming proseso hanggang hindi namin 'tinulungan' siya sa kanyang sariling paraan — ito ay tahasang pagsingil ng lagay! Ireklamo ko ito sa Ombudsman! 😡,angry
"Mayroon pong live wire na naputol at nakalaylay mismo sa tapat ng kanilang gate. Delikado po ito dahil maaari itong makakuryente o pagmulan ng sunog anumang oras.
Naitawag na po ito sa mga pulis kagabi, ngunit hanggang ngayon ay wala pa ring dumarating na tech team o assistance mula sa Panelco. Nakikiusap po sila para sa kaligtasan ng lahat doon.
📍 Location: 107 San Vicente, Urdaneta City, Pangasinan (Green na gate papasok)",sad
Saludo po sa ating mga emergency responders na tumugon sa road accident sa bypass kagabi. Mabilis at maayos ang pagtulong. Dahil sa inyo ligtas ang aming mga kababayan. Maraming salamat! 🙏,grateful
"Nakakagalit ang walang silbing paliwanag ng City Hall sa aming reklamo tungkol sa naputol na electric post — sinabi nilang 'hindi kami responsible'! Kung hindi kayo, sino?! Sino ang mag-aalaga ng kaligtasan ng mga mamamayan?! 😡",angry
Ang Samahang Ilocano Metro Urdaneta City Chapter CIASI 61892 Solid Juma Original ay nagpaabot ng tulong para sa ating mga Kailyan sa Barangay Mabanogbog na nasunugan ng mga bahay,sad
Panawagan sa lahat ng may kakayahan: itigil na ang pagmumultahan ng walang batayan ng mga tricycle driver sa Bolaoen! Marami kaming nakuha na ebidensya na nang-aabuso ang ilang opisyal! Oras na para sa accountability! 😡,angry
"Nababahala po kami sa kondisyon ng public CR sa may pamilihang bayan ng Urdaneta — ang dumi, walang tubig minsan, at may sira na ring pintuan. Kawawa naman ang mga gumagamit lalo na ang mga matatanda. 😔",sad
Nakakabuwisit at nakakagalit ang bulok na sistema ng aming Barangay Hall sa Palina — pina-present kami ng requirements na hindi naman talaga kailangan para mapiga kami ng pera! Saan naman maaasahan ang aming mga tao kung ganito pa sila?! 😡,angry
Hello pa rant naman po sobra na kase yung pag dami ng tae ng aso d2 sa brgy poblacion urdaneta ambrosio st. Sana ung mga owner jan maging responsable nman kau itali nyo mga aso nyo nagkakalat ng tae umagang umaga tae bubungad sayo umaalingasaw kalat kalat… kaya sige din ang pag dami ng mga langaw! Hindi lng tae kundi pati basura kung hndi nyo kya maging responsableng owner hwag kau mag aalaga ng aso at kung ayaw nyo itali dakutin at hakutin nyo mga tae ng alaga nyo! Araw araw nlang may tae hndi nawawalan sna po maaksyunan ito sobra na po ksi nagcacause ng pag dami ng langaw halos mga tao d2 ang problema SA MGA OWNER MAKIRAMDAM NMAN KAU ITALI NYO MGA ASO NYO!!!!!!!!! Umagang umaga badtrip!,satisfied
Suggest ko lang po na maglagay ng basurero sa may waiting shed sa Nancayasan terminal. Lagi pong puno ng basura yung paligid dahil walang lalagyan. Simple solution lang po. Salamat!,satisfied
alam nyo bang yang pagharang nyo n tricycle at pag illegal park jan sa tapat ng fire truck ay pwedeng maging sakuna para sa iba? Dahil di makakalabas agad yang fire truck at makakaresponde,sad
"Mapanlilinlang ang mga poster at programa ng aming barangay sa Sugcong — maganda sa papel, wala sa katotohanan! Nasaan ang mga tinanggap na pondo para sa mga iniaksyunang programa?! Ikinukubli ba ito?! 😡",angry
"Kudos sa bagong team ng traffic management sa Urdaneta City. Napansin namin ang improvement sa daloy ng trapiko sa Nancayasan area. Hindi biro ang trabaho ninyo, appreciated po! 👏",grateful
"Basura po sa bypass
Sto domingo area
Ang baho po
Gnagawang dogyot ang bypass",angry
Grabe po ang pagod at dismay ng aming mga kababayan sa Sugcong dahil paulit-ulit na lang kaming nag-rereport pero walang aksyon. Parang naging boses na lang sa hangin ang aming mga panawagan. 😔,sad
Kudos po sa BFP Urdaneta! Grabe ang bilis ng response nila nung nagkaroon ng sunog sa Sugcong. Naapula agad at walang nasaktan. Talaga naming kinikilala ang inyong sakripisyo! 🙏🔥,grateful
"Pakibisita naman po ang Calle Garcia Interior na sakop din ng Brgy. Poblacion dahil hindi pa rin po naaalis ang mga nakahambalang na malalaking troso at poste na malapit ng matumba, huwag na po nating hintayin na may matodas dahil marami na pong naaksidente sa naturang lugar dahil nabibigla ang mga motorista sa nakabalagbag na mga obstructions dulot ng nakaraang bagyo mag-iisang taon na ang nakaraan! Pakiaayos na rin po ang kalsada dahil parang moon crater pero tayo po ay nasa earth",satisfied
"Baka pwede pong ayusin yung tarp at mga signs sa loob ng Urdaneta City Hall na kupas na at sira-sira? Nakakaawa tingnan, hindi tugma sa ayos ng ating siyudad. Suggestion lang po. Salamat!",satisfied
